State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,Core Set Year,Population,Methodology,State Rate,Number of States Reporting,Mean,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Age 18 and Older,AAB-AD,Higher rates are better for this measure,Percentage of Episodes for Beneficiaries with a Diagnosis of Acute Bronchitis/Bronchiolitis that did not Result in an Antibiotic Dispensing Event: Ages 18 to 64,2024,Medicaid (Title XIX),Administrative,40.1,45,50.1,44.2,40.0,55.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Avoidance of Antibiotic Treatment for Acute Bronchitis/Bronchiolitis: Age 18 and Older,AAB-AD,Higher rates are better for this measure,Percentage of Episodes for Beneficiaries with a Diagnosis of Acute Bronchitis/Bronchiolitis that did not Result in an Antibiotic Dispensing Event: Ages 18 to 64,2024,Separate CHIP (Title XXI),Administrative,#,45,50.1,44.2,40.0,55.5,# = Rate not reported because denominator is less than 30.,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes managed care population (2 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Concurrent Use of Opioids and Benzodiazepines: Age 18 and Older,COB-AD,Lower rates are better for this measure,Percentage with Concurrent Use of Prescription Opioids and Benzodiazepines for 30 or More Cumulative Days: Ages 18 to 64,2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,3.7,39,12.4,13.1,15.9,8.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Concurrent Use of Opioids and Benzodiazepines: Age 18 and Older,COB-AD,Lower rates are better for this measure,Percentage with Concurrent Use of Prescription Opioids and Benzodiazepines for 30 or More Cumulative Days: Ages 18 to 64,2024,Medicaid (Title XIX),Administrative,3.7,39,12.4,13.1,15.9,8.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Concurrent Use of Opioids and Benzodiazepines: Age 18 and Older,COB-AD,Lower rates are better for this measure,Percentage with Concurrent Use of Prescription Opioids and Benzodiazepines for 30 or More Cumulative Days: Ages 18 to 64,2024,Separate CHIP (Title XXI),Administrative,NA,39,12.4,13.1,15.9,8.3,NA = State reported a denominator of zero.,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes managed care population (2 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18 to 85,CBP-AD,Higher rates are better for this measure,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled: Ages 18 to 64,2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,32.5,39,55.1,60.5,48.0,66.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18 to 85,CBP-AD,Higher rates are better for this measure,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled: Ages 18 to 64,2024,Medicaid (Title XIX),Administrative,32.5,39,55.1,60.5,48.0,66.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18 to 85,CBP-AD,Higher rates are better for this measure,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled: Ages 18 to 64,2024,Separate CHIP (Title XXI),Administrative,DS,39,55.1,60.5,48.0,66.6,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes managed care population (2 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Hemoglobin A1c Control for Patients with Diabetes: Ages 18 to 75,HBD-AD,Higher rates are better for this measure,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Control (<8.0%): Ages 18 to 64 ,2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,10.7,35,44.5,52.1,33.6,59.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Hemoglobin A1c Control for Patients with Diabetes: Ages 18 to 75,HBD-AD,Higher rates are better for this measure,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Control (<8.0%): Ages 18 to 64 ,2024,Medicaid (Title XIX),Administrative,10.7,35,44.5,52.1,33.6,59.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Hemoglobin A1c Control for Patients with Diabetes: Ages 18 to 75,HBD-AD,Higher rates are better for this measure,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Control (<8.0%): Ages 18 to 64 ,2024,Separate CHIP (Title XXI),Administrative,0.0,35,44.5,52.1,33.6,59.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include managed care population (2 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Hemoglobin A1c Control for Patients with Diabetes: Ages 18 to 75,HBD-AD,Lower rates are better for this measure,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18 to 64,2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,87.6,37,45.8,38.8,54.5,32.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Hemoglobin A1c Control for Patients with Diabetes: Ages 18 to 75,HBD-AD,Lower rates are better for this measure,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18 to 64,2024,Medicaid (Title XIX),Administrative,87.6,37,45.8,38.8,54.5,32.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Hemoglobin A1c Control for Patients with Diabetes: Ages 18 to 75,HBD-AD,Lower rates are better for this measure,Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18 to 64,2024,Separate CHIP (Title XXI),Administrative,100.0,37,45.8,38.8,54.5,32.1,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include managed care population (2 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Plan All-Cause Readmissions: Ages 18 to 64,PCR-AD,Lower rates are better for this measure,Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64,2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,0.9948,40,1.0161,0.9896,1.1170,0.9131,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Plan All-Cause Readmissions: Ages 18 to 64,PCR-AD,Lower rates are better for this measure,Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64,2024,Medicaid (Title XIX),Administrative,0.9967,40,1.0161,0.9896,1.1170,0.9131,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rates include FFS and managed care populations (3 MCOs). Rates were audited or validated.,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Plan All-Cause Readmissions: Ages 18 to 64,PCR-AD,Lower rates are better for this measure,Ratio of Observed All-Cause Readmissions to Expected Readmissions: Ages 18 to 64,2024,Separate CHIP (Title XXI),Administrative,DS,40,1.0161,0.9896,1.1170,0.9131,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rates include managed care population (2 MCOs). Rates were audited or validated.,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,Lower rates are better for this measure,"Hospitalizations for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18 to 64",2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,19.2,40,15.4,13.7,18.4,12.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,Lower rates are better for this measure,"Hospitalizations for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18 to 64",2024,Medicaid (Title XIX),Administrative,19.1,40,15.4,13.7,18.4,12.0,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older,PQI01-AD,Lower rates are better for this measure,"Hospitalizations for Diabetes Short-Term Complications per 100,000 Beneficiary Months: Ages 18 to 64",2024,Separate CHIP (Title XXI),Administrative,DS,40,15.4,13.7,18.4,12.0,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes managed care population (2 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older,PQI05-AD,Lower rates are better for this measure,"Hospitalizations for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,000 Beneficiary Months: Ages 40 to 64",2024,Medicaid (Title XIX),Administrative,70.6,37,38.8,24.7,37.2,17.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate includes FFS and managed care populations (3 MCOs).,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,Lower rates are better for this measure,"Hospitalizations for Heart Failure per 100,000 Beneficiary Months: Ages 18 to 64",2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,36.4,35,25.0,20.6,36.3,15.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,Lower rates are better for this measure,"Hospitalizations for Heart Failure per 100,000 Beneficiary Months: Ages 18 to 64",2024,Medicaid (Title XIX),Administrative,36.8,35,25.0,20.6,36.3,15.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 08: Heart Failure Admission Rate: Age 18 and Older,PQI08-AD,Lower rates are better for this measure,"Hospitalizations for Heart Failure per 100,000 Beneficiary Months: Ages 18 to 64",2024,Separate CHIP (Title XXI),Administrative,0.0,35,25.0,20.6,36.3,15.9,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes managed care population (2 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39,PQI15-AD,Lower rates are better for this measure,"Hospitalizations for Asthma per 100,000 Beneficiary Months: Ages 18 to 39",2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,1.2,34,3.3,2.7,3.5,1.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39,PQI15-AD,Lower rates are better for this measure,"Hospitalizations for Asthma per 100,000 Beneficiary Months: Ages 18 to 39",2024,Medicaid (Title XIX),Administrative,1.2,34,3.3,2.7,3.5,1.8,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39,PQI15-AD,Lower rates are better for this measure,"Hospitalizations for Asthma per 100,000 Beneficiary Months: Ages 18 to 39",2024,Separate CHIP (Title XXI),Administrative,DS,34,3.3,2.7,3.5,1.8,"DS = Data suppressed because data cannot be displayed per the Centers for Medicare & Medicaid Services' cell-size suppression policy, which prohibits the direct reporting of data for beneficiary and record counts of 1 to 10 and values from which users can derive values of 1 to 10.","Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes managed care population (2 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older,OHD-AD,Lower rates are better for this measure,Percentage of Adults Without Cancer who Received Prescriptions for Opioids with an Average Daily Dosage Greater than or Equal to 90 Morphine Milligram Equivalents (MME) for a Period of 90 Days or More: Ages 18 to 64,2024,"Medicaid (Title XIX), Separate CHIP (Title XXI)",Administrative,1.4,36,6.4,6.4,8.6,2.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate combines the Medicaid and separate CHIP data reported by the state in the QMR system. See Medicaid and separate CHIP state-specific comments for information about the data reported for each population.,Yes
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older,OHD-AD,Lower rates are better for this measure,Percentage of Adults Without Cancer who Received Prescriptions for Opioids with an Average Daily Dosage Greater than or Equal to 90 Morphine Milligram Equivalents (MME) for a Period of 90 Days or More: Ages 18 to 64,2024,Medicaid (Title XIX),Administrative,1.4,36,6.4,6.4,8.6,2.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Medicaid rate includes FFS and managed care populations (3 MCOs).,No
Mississippi,Care of Acute and Chronic Conditions,Adult Core Set,Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older,OHD-AD,Lower rates are better for this measure,Percentage of Adults Without Cancer who Received Prescriptions for Opioids with an Average Daily Dosage Greater than or Equal to 90 Morphine Milligram Equivalents (MME) for a Period of 90 Days or More: Ages 18 to 64,2024,Separate CHIP (Title XXI),Administrative,NA,36,6.4,6.4,8.6,2.2,NA = State reported a denominator of zero.,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Separate CHIP rate includes managed care population (2 MCOs).,No
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Selected They ""Always"" Got Needed Care, on a Four-Point Scale Ranging from ""Never"" to ""Always"": Age 18 and Older",2024,Medicaid,CAHPS 5.1H,65.9,46,52.0,52.8,48.1,56.5,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Selected They ""Always"" Got Care Quickly on a Four-Point Scale Ranging from ""Never"" to ""Always"": Age 18 and Older",2024,Medicaid,CAHPS 5.1H,66.2,46,56.3,56.8,52.2,60.7,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Selected that Their Doctor Communicates Well ""Always,"" on a Four-Point Scale Ranging from ""Never"" to ""Always"": Age 18 and Older",2024,Medicaid,CAHPS 5.1H,83.4,46,76.6,76.1,74.7,79.3,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Selected their Health Plan Customer Service ""Always"" Gave Helpful Information and was Courteous and Respectful, on a Four-Point Scale Ranging from ""Never"" to ""Always"": Age 18 and Older",2024,Medicaid,CAHPS 5.1H,70.8,40,68.6,68.6,65.9,71.0,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Rated Their Personal Doctor a ""9"" or ""10"" on a Scale from 0 to 10, with 10 Representing the Highest Score: Age 18 and Older",2024,Medicaid,CAHPS 5.1H,81.8,46,69.1,69.5,66.3,71.5,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Rated Their Specialist a ""9"" or ""10"" on a Scale from 0 to 10, with 10 Representing the Highest Score: Age 18 and Older",2024,Medicaid,CAHPS 5.1H,75.7,44,67.3,67.3,63.6,70.9,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Rated Their Health Care a ""9"" or ""10"" on a Scale from 0 to 10, with 10 Representing the Highest Score: Age 18 and Older",2024,Medicaid,CAHPS 5.1H,62.6,46,55.9,55.9,52.4,58.9,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Rated Their Health Plan a ""9"" or ""10"" on a Scale from 0 to 10, with 10 Representing the Highest Score: Age 18 and Older",2024,Medicaid,CAHPS 5.1H,67.3,46,60.8,61.6,56.5,65.3,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Experience of Care,Adult Core Set,"CAHPS Health Plan Survey 5.1H, Adult Version (Medicaid): Age 18 and Older",CPA-AD,Higher rates are better for this measure,"Percentage who Selected Their Personal Doctor ""Always"" Seemed Informed and Up-to-Date about Care from Other Providers, on a Four-Point Scale Ranging from ""Never"" to ""Always"": Age 18 and Older",2024,Medicaid,CAHPS 5.1H,65.5,42,58.7,59.3,56.4,62.9,,"Agency for Healthcare Research and Quality (AHRQ) and CMS analysis of the AHRQ CAHPS Database for the July 2023 to June 2024 data collection period as of January 28, 2025.",Rates were calculated using data from the AHRQ CAHPS Database. Rates include managed care population (3 MCOs).,Yes
Mississippi,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - All Women Ages 21 to 44,CCW-AD,Higher rates are better for this measure,Percentage of All Women at Risk of Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 21 to 44,2024,Medicaid (Title XIX),Administrative,27.1,44,20.4,20.8,18.4,23.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs).,Yes
Mississippi,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - All Women Ages 21 to 44,CCW-AD,Higher rates are better for this measure,Percentage of All Women at Risk of Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 21 to 44,2024,Medicaid (Title XIX),Administrative,3.2,43,3.7,3.7,3.1,4.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs).,Yes
Mississippi,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21 to 44,2024,Medicaid (Title XIX),Administrative,11.6,41,11.1,11.5,9.1,12.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs).,Yes
Mississippi,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Most Effective or Moderately Effective Method of Contraception Within 90 Days of Delivery: Ages 21 to 44,2024,Medicaid (Title XIX),Administrative,50.4,41,42.5,42.8,39.1,45.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs).,Yes
Mississippi,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21 to 44,2024,Medicaid (Title XIX),Administrative,0.8,38,2.6,2.1,1.4,3.6,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs).,Yes
Mississippi,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care - Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women with a Live Birth Provided a Long-Acting Reversible Method of Contraception Within 90 Days of Delivery: Ages 21 to 44,2024,Medicaid (Title XIX),Administrative,10.6,41,14.1,14.1,11.5,16.3,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs).,Yes
Mississippi,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Age 21 and Older,PPC2-AD,Higher rates are better for this measure,"Percentage of Women Age 21 and Older Delivering a Live Birth with a Prenatal Care Visit in the First Trimester, on or before the Enrollment Start Date, or within 42 Days of Enrollment in Medicaid or CHIP ",2024,Medicaid (Title XIX),Administrative,38.7,39,69.5,71.8,60.3,80.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs). Rates were audited or validated.,Yes
Mississippi,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Age 21 and Older,PPC2-AD,Higher rates are better for this measure,Percentage of Women Age 21 and Older Delivering a Live Birth who had a Postpartum Care Visit on or Between 7 and 84 Days after Delivery,2024,Medicaid (Title XIX),Administrative,46.3,40,64.6,64.5,59.3,73.5,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rates include FFS and managed care populations (3 MCOs). Rates were audited or validated.,Yes
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening: Ages 50 to 74,BCS-AD,Higher rates are better for this measure,Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64,2024,Medicaid (Title XIX),Administrative,45.2,44,48.6,50.3,44.6,55.2,,"Mathematica analysis of the Quality Measure Reporting (QMR) system reports for the 2024 Core Set as of April 28, 2025.",Rate includes FFS and managed care populations (3 MCOs).,Yes
